,path,value,color
619,root/HY Glut/PVH-SO-PVa Otp Glut/PVH-SO-PVa Otp Glut_5,1,#FF73CB
620,root/HY Glut/PVH-SO-PVa Otp Glut/PVH-SO-PVa Otp Glut_6,1,#827ACC
621,root/HY Glut/STN-PSTN Pitx2 Glut/STN-PSTN Pitx2 Glut_1,1,#BB5CCC
622,root/HY Glut/STN-PSTN Pitx2 Glut/STN-PSTN Pitx2 Glut_2,1,#81992E
623,root/HY Glut/STN-PSTN Pitx2 Glut/STN-PSTN Pitx2 Glut_3,1,#CCBE00
624,root/HY Glut/STN-PSTN Pitx2 Glut/STN-PSTN Pitx2 Glut_4,1,#661F5F
625,root/HY Glut/STN-PSTN Pitx2 Glut/STN-PSTN Pitx2 Glut_5,1,#98FF26
626,root/HY Glut/STN-PSTN Pitx2 Glut/STN-PSTN Pitx2 Glut_6,1,#00994C
627,root/HY Glut/STN-PSTN Pitx2 Glut/STN-PSTN Pitx2 Glut_7,1,#0F2E66
628,root/HY Glut/PMv-TMv Pitx2 Glut/PMv-TMv Pitx2 Glut_1,1,#66581F
629,root/HY Glut/PMv-TMv Pitx2 Glut/PMv-TMv Pitx2 Glut_2,1,#00C9FF
630,root/HY Glut/PMv-TMv Pitx2 Glut/PMv-TMv Pitx2 Glut_3,1,#2E3F66
631,root/HY Glut/PH-an Pitx2 Glut/PH-an Pitx2 Glut_1,1,#660B00
632,root/HY Glut/PH-an Pitx2 Glut/PH-an Pitx2 Glut_2,1,#457499
633,root/HY Glut/PH Pitx2 Glut/PH Pitx2 Glut_1,1,#66562E
634,root/HY Glut/PH Pitx2 Glut/PH Pitx2 Glut_2,1,#00CC49
635,root/HY Glut/PH-LHA Foxb1 Glut/PH-LHA Foxb1 Glut_1,1,#C74DFF
636,root/HY Glut/PH-LHA Foxb1 Glut/PH-LHA Foxb1 Glut_2,1,#4C661F
637,root/HY Glut/PH-LHA Foxb1 Glut/PH-LHA Foxb1 Glut_3,1,#3D6640
638,root/HY Glut/PH-LHA Foxb1 Glut/PH-LHA Foxb1 Glut_4,1,#73FFE8
639,root/HY Glut/PH-LHA Foxb1 Glut/PH-LHA Foxb1 Glut_5,1,#5C6CCC
640,root/HY Glut/PH-LHA Foxb1 Glut/PH-LHA Foxb1 Glut_6,1,#4DFFDE
641,root/HY Glut/PH-LHA Foxb1 Glut/PH-LHA Foxb1 Glut_7,1,#5C9799
642,root/HY Glut/PMd-LHA Foxb1 Glut/PMd-LHA Foxb1 Glut_1,1,#66411F
643,root/HY Glut/PMd-LHA Foxb1 Glut/PMd-LHA Foxb1 Glut_2,1,#A7CC7A
644,root/HY Glut/PMd-LHA Foxb1 Glut/PMd-LHA Foxb1 Glut_3,1,#2E6649
645,root/HY Glut/PH-SUM Foxa1 Glut/PH-SUM Foxa1 Glut_1,1,#994F17
646,root/HY Glut/PH-SUM Foxa1 Glut/PH-SUM Foxa1 Glut_2,1,#3DCC67
647,root/HY Glut/PH-SUM Foxa1 Glut/PH-SUM Foxa1 Glut_3,1,#996D5C
648,root/HY Glut/PH-SUM Foxa1 Glut/PH-SUM Foxa1 Glut_4,1,#2E664F
649,root/HY Glut/PH-SUM Foxa1 Glut/PH-SUM Foxa1 Glut_5,1,#9ECC7A
650,root/HY Glut/PH-SUM Foxa1 Glut/PH-SUM Foxa1 Glut_6,1,#995145
651,root/HY Gnrh1 Glut/HY Gnrh1 Glut/HY Gnrh1 Glut_1,1,#B626FF
652,root/HY MM Glut/MM-ant Foxb1 Glut/MM-ant Foxb1 Glut_1,1,#C23DCC
653,root/HY MM Glut/MM Foxb1 Glut/MM Foxb1 Glut_1,1,#1F6647
654,root/HY MM Glut/MM Foxb1 Glut/MM Foxb1 Glut_2,1,#660034
655,root/MH-LH Glut/MH Tac2 Glut/MH Tac2 Glut_1,1,#701FCC
656,root/MH-LH Glut/MH Tac2 Glut/MH Tac2 Glut_2,1,#661F30
657,root/MH-LH Glut/MH Tac2 Glut/MH Tac2 Glut_3,1,#1700FF
658,root/MH-LH Glut/MH Tac2 Glut/MH Tac2 Glut_4,1,#C8FF99
659,root/MH-LH Glut/MH Tac2 Glut/MH Tac2 Glut_5,1,#FF0096
660,root/MH-LH Glut/LH Pou4f1 Sox1 Glut/LH Pou4f1 Sox1 Glut_1,1,#CC7AA1
661,root/MH-LH Glut/LH Pou4f1 Sox1 Glut/LH Pou4f1 Sox1 Glut_2,1,#5C9980
662,root/MH-LH Glut/LH Pou4f1 Sox1 Glut/LH Pou4f1 Sox1 Glut_3,1,#003E99
663,root/MH-LH Glut/LH Pou4f1 Sox1 Glut/LH Pou4f1 Sox1 Glut_4,1,#007099
664,root/TH Glut/AD Serpinb7 Glut/AD Serpinb7 Glut_1,1,#3D4066
665,root/TH Glut/AV Col27a1 Glut/AV Col27a1 Glut_1,1,#990C00
666,root/TH Glut/PVT-PT Ntrk1 Glut/PVT-PT Ntrk1 Glut_1,1,#FF26B9
667,root/TH Glut/PVT-PT Ntrk1 Glut/PVT-PT Ntrk1 Glut_2,1,#FFEB73
668,root/TH Glut/PVT-PT Ntrk1 Glut/PVT-PT Ntrk1 Glut_3,1,#1F8CCC
669,root/TH Glut/PVT-PT Ntrk1 Glut/PVT-PT Ntrk1 Glut_4,1,#FFBA4D
670,root/TH Glut/PVT-PT Ntrk1 Glut/PVT-PT Ntrk1 Glut_5,1,#5C9900
671,root/TH Glut/PVT-PT Ntrk1 Glut/PVT-PT Ntrk1 Glut_6,1,#995A45
672,root/TH Glut/CM-IAD-CL-PCN Sema5b Glut/CM-IAD-CL-PCN Sema5b Glut_1,1,#FF99C1
673,root/TH Glut/CM-IAD-CL-PCN Sema5b Glut/CM-IAD-CL-PCN Sema5b Glut_2,1,#2E663D
674,root/TH Glut/CM-IAD-CL-PCN Sema5b Glut/CM-IAD-CL-PCN Sema5b Glut_3,1,#7ACCB1
675,root/TH Glut/CM-IAD-CL-PCN Sema5b Glut/CM-IAD-CL-PCN Sema5b Glut_4,1,#CC7D7A
676,root/TH Glut/CM-IAD-CL-PCN Sema5b Glut/CM-IAD-CL-PCN Sema5b Glut_5,1,#CC0A00
677,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_1,1,#00CC33
678,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_2,1,#0F6652
679,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_3,1,#A67ACC
680,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_4,1,#CC7ABC
681,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_5,1,#66311F
682,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_6,1,#4DBEFF
683,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_7,1,#5A3D66
684,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_8,1,#FF5F26
685,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_9,1,#42CC3D
686,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_10,1,#FFBD73
687,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_11,1,#9E26FF
688,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_12,1,#89995C
689,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_13,1,#543DCC
690,root/TH Glut/TH Prkcd Grin2c Glut/TH Prkcd Grin2c Glut_14,1,#CC1FA2
691,root/TH Glut/RE-Xi Nox4 Glut/RE-Xi Nox4 Glut_1,1,#7AC3CC
692,root/TH Glut/RE-Xi Nox4 Glut/RE-Xi Nox4 Glut_2,1,#73FFF8
693,root/TH Glut/RE-Xi Nox4 Glut/RE-Xi Nox4 Glut_3,1,#CC993D
694,root/TH Glut/RE-Xi Nox4 Glut/RE-Xi Nox4 Glut_4,1,#991720
695,root/TH Glut/MG-POL-SGN Nts Glut/MG-POL-SGN Nts Glut_1,1,#CC1F7C
696,root/TH Glut/MG-POL-SGN Nts Glut/MG-POL-SGN Nts Glut_2,1,#0E6600
697,root/TH Glut/PF Fzd5 Glut/PF Fzd5 Glut_1,1,#99472E
698,root/TH Glut/PF Fzd5 Glut/PF Fzd5 Glut_2,1,#454599
699,root/MB Glut/PRC-PAG Pax6 Glut/PRC-PAG Pax6 Glut_1,1,#CC1FB5
700,root/MB Glut/PRC-PAG Pax6 Glut/PRC-PAG Pax6 Glut_2,1,#99ECFF
701,root/MB Glut/PRC-PAG Pax6 Glut/PRC-PAG Pax6 Glut_3,1,#FF4D82
702,root/MB Glut/PRC-PAG Pax6 Glut/PRC-PAG Pax6 Glut_4,1,#FFD073
703,root/MB Glut/PRC-PAG Pax6 Glut/PRC-PAG Pax6 Glut_5,1,#996345
704,root/MB Glut/MB-ant-ve Dmrta2 Glut/MB-ant-ve Dmrta2 Glut_1,1,#176599
705,root/MB Glut/RN Spp1 Glut/RN Spp1 Glut_1,1,#BA1FCC
706,root/MB Glut/MRN-PAG Nkx6-1 Glut/MRN-PAG Nkx6-1 Glut_1,1,#73CA00
707,root/MB Glut/MRN-PAG Nkx6-1 Glut/MRN-PAG Nkx6-1 Glut_2,1,#1F3FCC
708,root/MB Glut/IF-RL-CLI-PAG Foxa1 Glut/IF-RL-CLI-PAG Foxa1 Glut_1,1,#CC5C87
709,root/MB Glut/IF-RL-CLI-PAG Foxa1 Glut/IF-RL-CLI-PAG Foxa1 Glut_2,1,#99004E
710,root/MB Glut/IF-RL-CLI-PAG Foxa1 Glut/IF-RL-CLI-PAG Foxa1 Glut_3,1,#FF6C4D
711,root/MB Glut/IF-RL-CLI-PAG Foxa1 Glut/IF-RL-CLI-PAG Foxa1 Glut_4,1,#CD99FF
712,root/MB Glut/IF-RL-CLI-PAG Foxa1 Glut/IF-RL-CLI-PAG Foxa1 Glut_5,1,#2E9997
713,root/MB Glut/PAG-SC Neurod2 Meis2 Glut/PAG-SC Neurod2 Meis2 Glut_1,1,#995C63
714,root/MB Glut/PAG-SC Neurod2 Meis2 Glut/PAG-SC Neurod2 Meis2 Glut_2,1,#996000
715,root/MB Glut/PAG-SC Neurod2 Meis2 Glut/PAG-SC Neurod2 Meis2 Glut_3,1,#68f9d3
716,root/MB Glut/PAG-SC Neurod2 Meis2 Glut/PAG-SC Neurod2 Meis2 Glut_4,1,#491799
717,root/MB Glut/PAG Pou4f3 Glut/PAG Pou4f3 Glut_1,1,#f76ad1
718,root/MB Glut/PAG Pou4f3 Glut/PAG Pou4f3 Glut_2,1,#458699
719,root/MB Glut/PAG Pou4f3 Glut/PAG Pou4f3 Glut_3,1,#EEFF73
720,root/MB Glut/CUN Evx2 Lhx2 Glut/CUN Evx2 Lhx2 Glut_1,1,#5C5CCC
721,root/MB Glut/CUN Evx2 Lhx2 Glut/CUN Evx2 Lhx2 Glut_2,1,#CC0002
722,root/MB Glut/CUN Evx2 Lhx2 Glut/CUN Evx2 Lhx2 Glut_3,1,#461F66
723,root/MB Glut/CUN Evx2 Lhx2 Glut/CUN Evx2 Lhx2 Glut_4,1,#CC7AAA
724,root/MB Glut/CUN Evx2 Lhx2 Glut/CUN Evx2 Lhx2 Glut_5,1,#FF265A
725,root/MB Glut/APN C1ql2 Glut/APN C1ql2 Glut_1,1,#843DCC
726,root/MB Glut/APN C1ql4 Glut/APN C1ql4 Glut_1,1,#660F39
727,root/MB Glut/PAG-MRN Pou3f1 Glut/PAG-MRN Pou3f1 Glut_1,1,#3D4466
728,root/MB Glut/PAG-MRN Pou3f1 Glut/PAG-MRN Pou3f1 Glut_2,1,#CC4B3D
729,root/MB Glut/PAG-MRN Pou3f1 Glut/PAG-MRN Pou3f1 Glut_3,1,#26FFD2
730,root/MB Glut/PAG-MRN Pou3f1 Glut/PAG-MRN Pou3f1 Glut_4,1,#2E9948
731,root/MB Glut/PAG-MRN Pou3f1 Glut/PAG-MRN Pou3f1 Glut_5,1,#FFA24D
732,root/MB Glut/PAG-MRN Pou3f1 Glut/PAG-MRN Pou3f1 Glut_6,1,#FF00EE
733,root/MB Glut/PAG-MRN Tfap2b Glut/PAG-MRN Tfap2b Glut_1,1,#2A1FCC
734,root/MB Glut/PAG-MRN Tfap2b Glut/PAG-MRN Tfap2b Glut_2,1,#00E5FF
735,root/MB Glut/PAG Pou4f1 Ebf2 Glut/PAG Pou4f1 Ebf2 Glut_1,1,#3D84CC
736,root/MB Glut/PAG Pou4f1 Ebf2 Glut/PAG Pou4f1 Ebf2 Glut_2,1,#4D4599
737,root/MB Glut/PAG Pou4f1 Ebf2 Glut/PAG Pou4f1 Ebf2 Glut_3,1,#CC893D
738,root/MB Glut/PAG Pou4f1 Ebf2 Glut/PAG Pou4f1 Ebf2 Glut_4,1,#FF7600
739,root/MB Glut/PAG Pou4f1 Ebf2 Glut/PAG Pou4f1 Ebf2 Glut_5,1,#FEFF4D
740,root/MB Glut/PAG Pou4f1 Ebf2 Glut/PAG Pou4f1 Ebf2 Glut_6,1,#99932E
741,root/MB Glut/PAG Pou4f1 Ebf2 Glut/PAG Pou4f1 Ebf2 Glut_7,1,#9FCC1F
742,root/MB Glut/PAG Pou4f1 Ebf2 Glut/PAG Pou4f1 Ebf2 Glut_8,1,#E573FF
743,root/MB Glut/PAG Pou4f2 Glut/PAG Pou4f2 Glut_1,1,#422E66
744,root/MB Glut/PAG Pou4f2 Glut/PAG Pou4f2 Glut_2,1,#267F00
745,root/MB Glut/PAG Pou4f2 Glut/PAG Pou4f2 Glut_3,1,#99D5FF
746,root/MB Glut/PAG Pou4f2 Glut/PAG Pou4f2 Glut_4,1,#1CFF00
747,root/MB Glut/PAG Pou4f2 Glut/PAG Pou4f2 Glut_5,1,#CC6400
748,root/MB Glut/PAG Pou4f2 Mesi2 Glut/PAG Pou4f2 Mesi2 Glut_1,1,#99482E
749,root/MB Glut/PAG Pou4f2 Mesi2 Glut/PAG Pou4f2 Mesi2 Glut_2,1,#FFAF73
750,root/MB Glut/PAG Pou4f2 Mesi2 Glut/PAG Pou4f2 Mesi2 Glut_3,1,#66211F
751,root/MB Glut/PAG Pou4f2 Mesi2 Glut/PAG Pou4f2 Mesi2 Glut_4,1,#0058CC
752,root/MB Glut/PAG Pou4f2 Mesi2 Glut/PAG Pou4f2 Mesi2 Glut_5,1,#FF99CC
753,root/MB Glut/PAG Pou4f2 Mesi2 Glut/PAG Pou4f2 Mesi2 Glut_6,1,#2726FF
754,root/MB Glut/SC Bnc2 Glut/SC Bnc2 Glut_1,1,#689945
755,root/MB Glut/SC Bnc2 Glut/SC Bnc2 Glut_2,1,#FF73E6
756,root/MB Glut/SC Bnc2 Glut/SC Bnc2 Glut_3,1,#892E99
757,root/MB Glut/SC Bnc2 Glut/SC Bnc2 Glut_4,1,#00996E
758,root/MB Glut/SCig Foxb1 Glut/SCig Foxb1 Glut_1,1,#992E4B
759,root/MB Glut/SCig Foxb1 Glut/SCig Foxb1 Glut_2,1,#CC9C5C
760,root/MB Glut/SCig Foxb1 Glut/SCig Foxb1 Glut_3,1,#CC0019
761,root/MB Glut/SCig Foxb1 Glut/SCig Foxb1 Glut_4,1,#1FCC4E
762,root/MB Glut/SCig-an-PPT Foxb1 Glut/SCig-an-PPT Foxb1 Glut_1,1,#663D41
763,root/MB Glut/SCig Foxb1 Otx2 Glut/SCig Foxb1 Otx2 Glut_1,1,#99E0FF
764,root/MB Glut/SCdg-PAG Tfap2b Glut/SCdg-PAG Tfap2b Glut_1,1,#001B66
765,root/MB Glut/SCiw Pitx2 Glut/SCiw Pitx2 Glut_1,1,#CCB35C
766,root/MB Glut/SCiw Pitx2 Glut/SCiw Pitx2 Glut_2,1,#51662E
767,root/MB Glut/SCiw Pitx2 Glut/SCiw Pitx2 Glut_3,1,#CC3D58
768,root/MB Glut/IC Tfap2d Maf Glut/IC Tfap2d Maf Glut_1,1,#4DE5FF
769,root/MB Glut/IC Tfap2d Maf Glut/IC Tfap2d Maf Glut_2,1,#99992E
770,root/MB Glut/IC Tfap2d Maf Glut/IC Tfap2d Maf Glut_3,1,#FF0021
771,root/MB Glut/IC Tfap2d Maf Glut/IC Tfap2d Maf Glut_4,1,#E0FF00
772,root/MB Glut/IC Tfap2d Maf Glut/IC Tfap2d Maf Glut_5,1,#5CCC73
773,root/MB Glut/IC Tfap2d Maf Glut/IC Tfap2d Maf Glut_6,1,#1B9917
774,root/MB Glut/CUN-PPN Evx2 Meis2 Glut/CUN-PPN Evx2 Meis2 Glut_1,1,#13d9f7
775,root/MB Glut/CUN-PPN Evx2 Meis2 Glut/CUN-PPN Evx2 Meis2 Glut_2,1,#995D17
776,root/MB Glut/CUN-PPN Evx2 Meis2 Glut/CUN-PPN Evx2 Meis2 Glut_3,1,#66573D
777,root/MB Glut/CUN-PPN Evx2 Meis2 Glut/CUN-PPN Evx2 Meis2 Glut_4,1,#992E62
778,root/MB Glut/CUN-PPN Evx2 Meis2 Glut/CUN-PPN Evx2 Meis2 Glut_5,1,#39FF26
779,root/MB Glut/PBG Mtnr1a Glut-Chol/PBG Mtnr1a Glut-Chol_1,1,#187bdd
780,root/MB Glut/PAG Tcf24 Glut/PAG Tcf24 Glut_1,1,#d15c08
781,root/MB Glut/SCig Tfap2b Chrnb3 Glut/SCig Tfap2b Chrnb3 Glut_1,1,#2685FF
782,root/MB Glut/SCop Pou4f2 Neurod2 Glut/SCop Pou4f2 Neurod2 Glut_1,1,#0F4166
783,root/MB Glut/SCsg Pde5a Glut/SCsg Pde5a Glut_1,1,#26FFEA
784,root/MB Glut/SCsg Pde5a Glut/SCsg Pde5a Glut_2,1,#741799
785,root/MB Glut/SCsg Pde5a Glut/SCsg Pde5a Glut_3,1,#662E3A
786,root/MB Glut/SCop Sln Glut/SCop Sln Glut_1,1,#00CCA3
787,root/MB Glut/PAG Ucn Glut/PAG Ucn Glut_1,1,#CC8E5C
788,root/MB Glut/ND-INC Foxd2 Glut/ND-INC Foxd2 Glut_1,1,#FFCC73
789,root/MB GABA/PAG-MRN Rln3 Gaba/PAG-MRN Rln3 Gaba_1,1,#26FF2B
790,root/MB GABA/PPN-CUN-PCG Otp En1 Gaba/PPN-CUN-PCG Otp En1 Gaba_1,1,#BDCC3D
791,root/MB GABA/PPN-CUN-PCG Otp En1 Gaba/PPN-CUN-PCG Otp En1 Gaba_2,1,#7BFF4D
792,root/MB GABA/PPN-CUN-PCG Otp En1 Gaba/PPN-CUN-PCG Otp En1 Gaba_3,1,#efcb15
793,root/MB GABA/MRN-PPN-CUN Pax8 Gaba/MRN-PPN-CUN Pax8 Gaba_1,1,#992E5B
794,root/MB GABA/MRN-PPN-CUN Pax8 Gaba/MRN-PPN-CUN Pax8 Gaba_2,1,#FF9E73
795,root/MB GABA/MRN-PPN-CUN Pax8 Gaba/MRN-PPN-CUN Pax8 Gaba_3,1,#00997E
796,root/MB GABA/MRN-VTN-PPN Pax5 Cdh23 Gaba/MRN-VTN-PPN Pax5 Cdh23 Gaba_1,1,#070066
797,root/MB GABA/MRN-VTN-PPN Pax5 Cdh23 Gaba/MRN-VTN-PPN Pax5 Cdh23 Gaba_2,1,#5C6600
798,root/MB GABA/SNr-VTA Pax5 Npas1 Gaba/SNr-VTA Pax5 Npas1 Gaba_1,1,#979945
799,root/MB GABA/SNr-VTA Pax5 Npas1 Gaba/SNr-VTA Pax5 Npas1 Gaba_2,1,#FF7D4D
800,root/MB GABA/PAG-PPN Pax5 Sox21 Gaba/PAG-PPN Pax5 Sox21 Gaba_1,1,#1F1F66
801,root/MB GABA/PAG-PPN Pax5 Sox21 Gaba/PAG-PPN Pax5 Sox21 Gaba_2,1,#662E40
802,root/MB GABA/PAG-PPN Pax5 Sox21 Gaba/PAG-PPN Pax5 Sox21 Gaba_3,1,#550066
803,root/MB GABA/PAG-PPN Pax5 Sox21 Gaba/PAG-PPN Pax5 Sox21 Gaba_4,1,#CCBB7A
804,root/MB GABA/SNr Six3 Gaba/SNr Six3 Gaba_1,1,#2E995C
805,root/MB GABA/IC Six3 En2 Gaba/IC Six3 En2 Gaba_1,1,#66501F
806,root/MB GABA/IC Six3 En2 Gaba/IC Six3 En2 Gaba_2,1,#CC451F
807,root/MB GABA/IC Six3 En2 Gaba/IC Six3 En2 Gaba_3,1,#60995C
808,root/MB GABA/IC Six3 En2 Gaba/IC Six3 En2 Gaba_4,1,#44662E
809,root/MB GABA/IC Six3 En2 Gaba/IC Six3 En2 Gaba_5,1,#995C99
810,root/MB GABA/IC Six3 En2 Gaba/IC Six3 En2 Gaba_6,1,#17993E
811,root/MB GABA/IC Six3 En2 Gaba/IC Six3 En2 Gaba_7,1,#179099
812,root/MB GABA/PAG-MRN-RN Foxa2 Gaba/PAG-MRN-RN Foxa2 Gaba_1,1,#660055
813,root/MB GABA/PAG-MRN-RN Foxa2 Gaba/PAG-MRN-RN Foxa2 Gaba_2,1,#00FF00
814,root/MB GABA/PAG-MRN-RN Foxa2 Gaba/PAG-MRN-RN Foxa2 Gaba_3,1,#7B0099
815,root/MB GABA/PAG-MRN-RN Foxa2 Gaba/PAG-MRN-RN Foxa2 Gaba_4,1,#3D74CC
816,root/MB GABA/PAG-RN Nkx2-2 Otx1 Gaba/PAG-RN Nkx2-2 Otx1 Gaba_1,1,#8fb7ac
817,root/MB GABA/PAG-RN Nkx2-2 Otx1 Gaba/PAG-RN Nkx2-2 Otx1 Gaba_2,1,#1F79CC
818,root/MB GABA/PAG-RN Nkx2-2 Otx1 Gaba/PAG-RN Nkx2-2 Otx1 Gaba_3,1,#6A5C99
819,root/MB GABA/PAG-RN Nkx2-2 Otx1 Gaba/PAG-RN Nkx2-2 Otx1 Gaba_4,1,#4D663D
820,root/MB GABA/PAG-RN Nkx2-2 Otx1 Gaba/PAG-RN Nkx2-2 Otx1 Gaba_5,1,#73B9FF
821,root/MB GABA/PAG-RN Nkx2-2 Otx1 Gaba/PAG-RN Nkx2-2 Otx1 Gaba_6,1,#83CC7A
822,root/MB GABA/PRT Tcf7l2 Gaba/PRT Tcf7l2 Gaba_1,1,#FF4DBB
823,root/MB GABA/PRT Tcf7l2 Gaba/PRT Tcf7l2 Gaba_2,1,#5D3DCC
824,root/MB GABA/PRT Tcf7l2 Gaba/PRT Tcf7l2 Gaba_3,1,#3DCC77
825,root/MB GABA/PRT Tcf7l2 Gaba/PRT Tcf7l2 Gaba_4,1,#006635
826,root/MB GABA/PRT Tcf7l2 Gaba/PRT Tcf7l2 Gaba_5,1,#999DFF
827,root/MB GABA/SC Otx2 Gcnt4 Gaba/SC Otx2 Gcnt4 Gaba_1,1,#998E5C
828,root/MB GABA/SC Otx2 Gcnt4 Gaba/SC Otx2 Gcnt4 Gaba_2,1,#9BCC1F
829,root/MB GABA/SC-PAG Lef1 Emx2 Gaba/SC-PAG Lef1 Emx2 Gaba_1,1,#B9CC7A
830,root/MB GABA/SC-PAG Lef1 Emx2 Gaba/SC-PAG Lef1 Emx2 Gaba_2,1,#173A99
831,root/MB GABA/SC-PAG Lef1 Emx2 Gaba/SC-PAG Lef1 Emx2 Gaba_3,1,#0F3866
832,root/MB GABA/SC-PAG Lef1 Emx2 Gaba/SC-PAG Lef1 Emx2 Gaba_4,1,#99000E
833,root/MB GABA/SC-PAG Lef1 Emx2 Gaba/SC-PAG Lef1 Emx2 Gaba_5,1,#2E5E66
834,root/MB GABA/SCm-PAG Cdh23 Gaba/SCm-PAG Cdh23 Gaba_1,1,#2E998B
835,root/MB GABA/SCm-PAG Cdh23 Gaba/SCm-PAG Cdh23 Gaba_2,1,#F8FF26
836,root/MB GABA/SCm-PAG Cdh23 Gaba/SCm-PAG Cdh23 Gaba_3,1,#98FF73
837,root/MB GABA/SCm-PAG Cdh23 Gaba/SCm-PAG Cdh23 Gaba_4,1,#1F5E66
838,root/MB GABA/SCs Dmbx1 Gaba/SCs Dmbx1 Gaba_1,1,#ffcce1
839,root/MB GABA/SCs Dmbx1 Gaba/SCs Dmbx1 Gaba_2,1,#6CFF4D
840,root/MB GABA/SCs Dmbx1 Gaba/SCs Dmbx1 Gaba_3,1,#1FCC74
841,root/MB GABA/SCs Dmbx1 Gaba/SCs Dmbx1 Gaba_4,1,#1FC5CC
842,root/MB GABA/SCs Dmbx1 Gaba/SCs Dmbx1 Gaba_5,1,#CA7ACC
843,root/MB GABA/SC Lef1 Otx2 Gaba/SC Lef1 Otx2 Gaba_1,1,#CC00CC
844,root/MB GABA/SC Lef1 Otx2 Gaba/SC Lef1 Otx2 Gaba_2,1,#CC755C
845,root/MB GABA/SCs Pax7 Nfia Gaba/SCs Pax7 Nfia Gaba_1,1,#5C78CC
846,root/MB GABA/SCs Pax7 Nfia Gaba/SCs Pax7 Nfia Gaba_2,1,#996A2E
847,root/MB GABA/SCs Pax7 Nfia Gaba/SCs Pax7 Nfia Gaba_3,1,#4C3D66
848,root/MB GABA/SCs Pax7 Nfia Gaba/SCs Pax7 Nfia Gaba_4,1,#4DFFBF
849,root/MB GABA/SCs Pax7 Nfia Gaba/SCs Pax7 Nfia Gaba_5,1,#26FF43
850,root/MB GABA/PRT Mecom Gaba/PRT Mecom Gaba_1,1,#CC1F31
851,root/MB GABA/PRT Mecom Gaba/PRT Mecom Gaba_2,1,#241FCC
852,root/MB GABA/PRT Mecom Gaba/PRT Mecom Gaba_3,1,#3DCC57
853,root/MB GABA/SC Tnnt1 Gli3 Gaba/SC Tnnt1 Gli3 Gaba_1,1,#994588
854,root/MB GABA/SC Tnnt1 Gli3 Gaba/SC Tnnt1 Gli3 Gaba_2,1,#F800FF
855,root/MB GABA/SCs Lef1 Gli3 Gaba/SCs Lef1 Gli3 Gaba_1,1,#459962
856,root/MB GABA/SCs Lef1 Gli3 Gaba/SCs Lef1 Gli3 Gaba_2,1,#D3FF99
857,root/MB GABA/SCs Lef1 Gli3 Gaba/SCs Lef1 Gli3 Gaba_3,1,#FF3200
858,root/MB GABA/SCsg Gabrr2 Gaba/SCsg Gabrr2 Gaba_1,1,#99456C
859,root/MB GABA/SCsg Gabrr2 Gaba/SCsg Gabrr2 Gaba_2,1,#66413D
860,root/MB GABA/SCsg Gabrr2 Gaba/SCsg Gabrr2 Gaba_3,1,#FFDC99
861,root/MB GABA/SCsg Gabrr2 Gaba/SCsg Gabrr2 Gaba_4,1,#200F66
862,root/MB GABA/SCsg Gabrr2 Gaba/SCsg Gabrr2 Gaba_5,1,#1F9FCC
863,root/MB GABA/IPN Otp Crisp1 Gaba/IPN Otp Crisp1 Gaba_1,1,#CCCB5C
864,root/MB GABA/IPN Otp Crisp1 Gaba/IPN Otp Crisp1 Gaba_2,1,#C4CC00
865,root/MB GABA/IPN Otp Crisp1 Gaba/IPN Otp Crisp1 Gaba_3,1,#003D66
866,root/MB Dopa/SNc-VTA-RAmb Foxa1 Dopa/SNc-VTA-RAmb Foxa1 Dopa_1,1,#FFE600
867,root/MB Dopa/SNc-VTA-RAmb Foxa1 Dopa/SNc-VTA-RAmb Foxa1 Dopa_2,1,#B1FF99
868,root/MB Dopa/SNc-VTA-RAmb Foxa1 Dopa/SNc-VTA-RAmb Foxa1 Dopa_3,1,#993217
869,root/MB Dopa/SNc-VTA-RAmb Foxa1 Dopa/SNc-VTA-RAmb Foxa1 Dopa_4,1,#73D8FF
870,root/MB Dopa/SNc-VTA-RAmb Foxa1 Dopa/SNc-VTA-RAmb Foxa1 Dopa_5,1,#662E4D
871,root/MB Dopa/SNc-VTA-RAmb Foxa1 Dopa/SNc-VTA-RAmb Foxa1 Dopa_6,1,#4500CC
872,root/MB Dopa/SNc-VTA-RAmb Foxa1 Dopa/SNc-VTA-RAmb Foxa1 Dopa_7,1,#FF99E2
